t, ir, imu 
185.97000, 88.42418, 30448.00000
186.02000, 73.41084, 29430.00000
186.07000, -46.84146, 30054.00000
186.12000, -108.87528, 29332.00000
186.17000, -76.14171, 30092.00000
186.22000, -30.51606, 29440.00000
186.27000, 1.91431, 29910.00000
186.32000, -33.02894, 30092.00000
186.37000, 194.73772, 29818.00000
186.42000, 45.95126, 29850.00000
186.47000, -20.39960, 29734.00000
186.52000, -1.97964, 29526.00000
186.57000, -94.77957, 30182.00000
186.62000, 105.33280, 29958.00000
186.67000, 144.87578, 29796.00000
186.72000, -38.36595, 29900.00000
186.77000, 0.93726, 29734.00000
186.82000, -28.99127, 30222.00000
186.87000, 75.21490, 29818.00000
186.92000, 41.83036, 29750.00000
186.97000, -120.84473, 29858.00000
187.02000, -27.51871, 29804.00000
187.07000, -22.52844, 30424.00000
187.12000, 147.50441, 29328.00000
187.17000, -105.03387, 30348.00000
187.22000, -32.48594, 29422.00000
187.27000, -18.30600, 30456.00000
187.32000, 13.02137, 29474.00000
187.37000, 0.61120, 30092.00000
187.42000, -99.39275, 29736.00000
187.47000, 24.89346, 29940.00000
187.52000, -44.30212, 29916.00000
187.57000, 36.99079, 29596.00000
187.62000, -98.86823, 30266.00000
187.67000, 71.00972, 29658.00000
187.72000, 31.50510, 29548.00000
187.77000, -184.75243, 30330.00000
187.82000, 148.15168, 29890.00000
187.87000, 115.31850, 29402.00000
187.92000, -210.70872, 30262.00000
187.97000, 78.00571, 29446.00000
188.02000, 1.55174, 30166.00000
188.07000, -18.98544, 29914.00000
188.12000, 145.43293, 29996.00000
188.17000, 6.89879, 29762.00000
188.22000, -21.06870, 30030.00000
188.27000, 5.39858, 29708.00000
188.32000, -23.37311, 30020.00000
188.37000, -2.73976, 29680.00000
188.42000, -18.31609, 29866.00000
188.47000, -58.12176, 29992.00000
188.52000, 73.04760, 29468.00000
188.57000, -101.69674, 30240.00000
188.62000, 53.96755, 29584.00000
188.67000, 28.74548, 30072.00000
188.72000, -22.51783, 29588.00000
188.77000, 2.10775, 30008.00000
188.82000, -15.84547, 29678.00000
188.87000, 11.43816, 29954.00000
188.92000, -1.53830, 29800.00000
188.97000, 35.82291, 29858.00000
189.02000, -11.31106, 29788.00000
189.07000, -4.90644, 29626.00000
189.12000, -66.81605, 30096.00000
189.17000, 74.12096, 29714.00000
189.22000, 41.36910, 29890.00000
189.27000, -37.88282, 30048.00000
189.32000, 107.00086, 29344.00000
189.37000, -132.10413, 28916.00000
189.42000, -367.89992, 29986.00000
189.47000, 47.13647, 30274.00000
189.52000, 365.80458, 30164.00000
189.57000, 192.00880, 30158.00000
189.62000, 115.45431, 29608.00000
189.67000, -83.78273, 30544.00000
189.72000, 107.71178, 30012.00000
189.77000, 124.53806, 30640.00000
189.82000, 70.94149, 30904.00000
189.87000, 285.02822, 30386.00000
189.92000, 0.93774, 28998.00000
189.97000, -567.23643, 29370.00000
190.02000, -535.41193, 30830.00000
190.07000, 216.05628, 29658.00000
190.12000, 15.96733, 31846.00000
190.17000, 337.01566, 32442.00000
190.22000, 937.78440, 30210.00000
190.27000, -146.15725, 31520.00000
190.32000, -192.45889, 33320.00000
190.37000, 782.69858, 32350.00000
190.42000, 361.66906, 32544.00000
190.47000, -92.56508, 32734.00000
190.52000, 30.46104, 29470.00000
190.57000, -1096.72452, 30894.00000
190.62000, -1081.66537, 31454.00000
190.67000, -132.59817, 31274.00000
190.72000, -253.69124, 32122.00000
190.77000, -0.51579, 29250.00000
190.82000, -696.41540, 32574.00000
190.87000, -119.50470, 30928.00000
190.92000, 319.00747, 30830.00000
190.97000, -416.31088, 31902.00000
191.02000, 233.22522, 30532.00000
191.07000, -40.03120, 31158.00000
191.12000, -149.83458, 31056.00000
191.17000, 162.45531, 31288.00000
191.22000, 128.58243, 31954.00000
191.27000, 395.19478, 31344.00000
191.32000, 250.55206, 31042.00000
191.37000, -54.70125, 31234.00000
191.42000, 47.81608, 31666.00000
191.47000, 231.14087, 31946.00000
191.52000, 334.50809, 31192.00000
191.57000, 41.15478, 31012.00000
